gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,long_term_mth_to_mth
Male,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.92,3653.24,1,0.9664516129032258,1
Male,0,Yes,No,30,No,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.53,1389.49,0,1.5009677419354839,1
Male,0,No,No,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,113.65,2390.61,0,5.165909090909091,0
Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,101.27,6791.27,1,1.489264705882353,1
Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,34.51,2211.68,1,0.5309230769230769,1
Female,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.46,721.27,0,0.5121052631578947,0
Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.84,1606.92,1,2.1371428571428575,1
Female,0,Yes,Yes,4,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),49.99,211.01,0,9.998000000000001,0
Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,40.78,2443.78,0,0.6685245901639344,0
Male,0,No,No,27,Yes,No,No,No,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,18.05,479.36,0,0.6446428571428572,0
Male,0,Yes,No,63,No,No,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),95.87,6039.65,1,1.49796875,1
Female,1,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.19,3573.36,1,1.9811627906976743,1
Female,1,No,No,39,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,83.62,3264.4,1,2.0905,1
Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.82,1583.93,1,1.0723076923076924,1
Female,0,No,Yes,53,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,20.78,1103.17,0,0.38481481481481483,0
Female,1,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.59,5732.03,1,1.2586764705882354,1
Female,0,No,No,21,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,73.06,1535.19,0,3.320909090909091,0
Male,0,No,Yes,67,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),59.55,3985.05,0,0.8757352941176471,0
Female,0,No,Yes,55,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,78.78,4333.88,0,1.4067857142857143,0
Male,0,Yes,No,27,Yes,No,No,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,55.0,1484.87,1,1.9642857142857142,1
Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),87.69,176.9,1,29.23,0
Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,109.92,2104.56,1,5.496,0
Female,0,No,Yes,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),25.95,781.2,1,0.8370967741935483,1
Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,92.83,3713.99,1,2.2641463414634146,1
Male,1,Yes,Yes,62,No,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Mailed check,80.2,4973.93,0,1.2730158730158732,0
Female,0,Yes,No,40,Yes,Yes,No,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,83.95,3354.42,0,2.0475609756097564,0
Female,0,Yes,No,65,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.24,6244.25,1,1.458181818181818,1
Female,0,Yes,Yes,45,No,No,DSL,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,117.38,5278.12,0,2.5517391304347825,0
Male,1,Yes,No,15,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Mailed check,66.34,982.94,0,4.14625,0
Male,0,Yes,Yes,38,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,27.69,1048.35,0,0.7100000000000001,0
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),119.29,2869.86,1,4.7716,0
Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,108.21,4548.88,0,2.5165116279069766,0
Female,0,No,No,43,No,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,59.69,2556.02,0,1.356590909090909,0
Female,1,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.55,125.5,1,4.258333333333334,0
Male,0,Yes,No,40,Yes,No,DSL,No,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,46.9,1869.86,0,1.1439024390243901,0
Male,0,No,Yes,58,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,33.54,1942.45,0,0.5684745762711865,1
Female,0,No,Yes,34,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),103.47,3520.36,1,2.9562857142857144,1
Female,0,No,Yes,17,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,75.16,1272.98,1,4.1755555555555555,0
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,22.77,91.32,1,4.554,0
Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),104.2,5407.02,1,1.9660377358490566,1
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,78.57,4238.02,0,1.4285454545454543,0
Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),47.65,956.68,0,2.269047619047619,0
Male,0,No,No,27,Yes,No phone service,No,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),89.14,2414.8,0,3.1835714285714287,0
Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),37.54,1356.55,0,1.0145945945945947,0
Female,0,No,Yes,9,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,118.81,1070.25,1,11.881,0
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,No,Electronic check,108.96,2946.86,0,3.891428571428571,0
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),48.87,97.52,0,16.29,0
Male,0,Yes,No,15,Yes,Yes,No,No,No,No,Yes,No internet service,No,One year,No,Electronic check,118.3,1777.3,0,7.39375,0
Female,1,No,No,9,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Mailed check,48.6,431.97,1,4.86,0
Male,0,Yes,Yes,53,Yes,No,No,No internet service,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),26.08,1381.31,0,0.4829629629629629,0
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.33,2004.4,1,5.859473684210526,0
Female,0,Yes,No,44,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.84,1836.54,0,0.9297777777777778,0
Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,56.19,332.51,1,8.027142857142858,0
Female,1,No,Yes,8,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,48.16,395.95,0,5.351111111111111,0
Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,28.84,952.17,0,0.8482352941176471,0
Female,0,No,No,11,No,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,44.91,484.61,0,3.7424999999999997,0
Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),91.88,6154.28,0,1.3511764705882352,0
Male,0,No,No,39,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,56.6,2210.03,0,1.415,0
Male,0,No,No,22,Yes,No,DSL,No,No internet service,No,No,No,No,One year,Yes,Electronic check,30.85,679.37,0,1.341304347826087,0
Male,1,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Two year,No,Credit card (automatic),115.68,7409.54,0,1.779692307692308,0
Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.37,1517.96,1,2.1618518518518517,1
Female,0,Yes,Yes,57,Yes,Yes,No,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,87.05,4954.49,0,1.5008620689655172,0
Female,0,No,No,39,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.36,2130.91,1,1.359,1
Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,20.47,907.38,1,0.45488888888888884,1
Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),26.2,779.3,0,0.8451612903225806,1
Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,89.91,2250.2,0,3.458076923076923,0
Female,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,102.44,2561.53,1,3.94,1
Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.89,2593.72,1,1.017450980392157,1
Male,0,No,Yes,12,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,45.71,550.77,1,3.516153846153846,0
Female,0,No,No,15,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,87.14,1306.54,0,5.44625,0
Female,0,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,33.02,1153.27,1,0.9172222222222223,1
Female,0,No,No,27,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.1,1377.81,0,1.825,1
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,111.36,1669.89,1,6.96,0
Male,0,Yes,No,71,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.52,6570.93,0,1.285,0
Male,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,47.01,1033.79,1,2.043913043478261,0
Female,0,No,No,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,113.71,116.34,1,56.855,0
Female,0,No,Yes,36,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),28.98,1046.94,0,0.7832432432432432,0
Male,1,No,No,49,Yes,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,80.93,3961.5,1,1.6186,1
Female,1,Yes,Yes,66,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),59.26,3905.45,1,0.8844776119402985,1
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),106.37,2871.05,0,3.7989285714285717,0
Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),92.4,5262.46,1,1.5931034482758621,1
Female,0,No,No,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,No,Electronic check,99.31,5058.07,0,1.9098076923076923,0
Female,0,No,No,38,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),107.5,4082.92,1,2.7564102564102564,1
Male,0,No,No,8,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.77,608.96,1,8.418888888888889,0
Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,72.71,5242.85,0,0.9960273972602739,0
Male,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),112.62,5406.54,1,2.2983673469387758,1
Female,0,No,No,11,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.06,592.02,1,4.505,0
Male,1,Yes,No,61,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),73.83,4499.87,1,1.190806451612903,1
Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,66.45,2462.65,1,1.7486842105263158,1
Female,0,No,No,12,No,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.41,1167.81,1,7.493076923076923,0
Female,0,No,No,17,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.54,912.96,1,2.9744444444444444,0
Male,0,No,Yes,3,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.15,163.52,1,13.7875,0
Female,0,Yes,No,42,Yes,No,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,39.33,1650.94,0,0.9146511627906976,0
Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,88.72,5234.76,1,1.4786666666666666,1
Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),36.68,222.2,1,5.24,0
Female,0,No,No,53,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.04,4306.02,1,1.500740740740741,1
Male,0,No,Yes,25,Yes,No,No,No,No,No,No internet service,No,Yes,Two year,No,Mailed check,96.48,2406.45,0,3.710769230769231,0
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,56.27,3439.55,0,0.9075806451612903,0
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,79.2,5219.12,1,1.182089552238806,1
Female,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.74,7880.0,1,1.731470588235294,1
Male,0,Yes,No,37,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,27.53,1023.42,1,0.7244736842105264,1
Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,79.22,4825.42,0,1.277741935483871,0
Male,1,Yes,No,3,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,No,Electronic check,30.76,95.37,0,7.69,0
Female,0,Yes,No,25,No,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),39.43,979.8,1,1.5165384615384616,1
Male,0,Yes,No,51,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,51.45,2631.41,0,0.989423076923077,1
Female,1,No,No,37,No,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Mailed check,86.64,3203.61,0,2.28,0
Female,0,Yes,Yes,64,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,100.76,6440.6,1,1.5501538461538462,1
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,33.36,1766.25,1,0.6177777777777778,1
Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.85,153.14,1,24.95,0
Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,21.8,482.86,1,0.9478260869565218,0
Male,0,Yes,No,15,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28.38,428.83,1,1.77375,0
Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,One year,No,Electronic check,99.13,6542.05,0,1.47955223880597,0
Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,28.18,785.25,1,0.9717241379310345,1
Female,0,Yes,No,62,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,101.46,6290.7,1,1.6104761904761904,1
Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),81.69,5803.98,0,1.1345833333333333,0
Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),73.84,379.86,1,12.306666666666667,0
Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.28,1597.76,0,0.4238709677419355,1
Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),97.0,6593.15,1,1.4057971014492754,1
Male,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),108.13,5512.9,0,2.079423076923077,0
Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),34.26,1233.67,0,0.9259459459459459,0
Male,0,Yes,No,62,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,One year,No,Electronic check,102.39,6350.63,0,1.6252380952380951,0
Female,1,No,Yes,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.8,4.93,0,48.8,0
Female,0,No,No,63,Yes,No phone service,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),116.81,7364.14,1,1.82515625,1
Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.21,673.45,1,7.520999999999999,0
Male,0,Yes,No,25,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),49.66,1247.61,1,1.91,1
Male,0,No,No,45,No,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),80.16,3607.08,1,1.7426086956521738,1
Male,0,No,No,46,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),84.87,3905.05,1,1.805744680851064,1
Male,0,Yes,No,56,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,119.28,6673.41,1,2.0926315789473686,1
Male,0,No,No,69,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,81.79,5635.75,0,1.1684285714285716,0
Female,0,No,No,45,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,51.27,2307.76,1,1.1145652173913043,1
Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,40.85,1099.4,0,1.4589285714285716,0
Female,1,Yes,No,12,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,67.66,805.41,1,5.204615384615384,0
Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,106.17,6050.87,1,1.8305172413793103,1
Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,69.57,3554.56,1,1.3378846153846153,1
Male,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,69.81,1052.45,0,4.363125,0
Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),63.84,2930.63,1,1.3582978723404255,1
Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),82.41,3632.66,0,1.8313333333333333,0
Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,41.44,501.6,1,3.1876923076923074,0
Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,44.87,268.68,1,6.409999999999999,0
Female,0,Yes,No,46,No,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,103.04,4733.55,1,2.192340425531915,1
Male,1,No,No,42,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,55.63,2326.25,0,1.2937209302325583,0
Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),37.55,188.41,0,6.258333333333333,0
